v3,1 ile 10. satır aralığı yönetici bazlı v3 performans tablosudur (Varış merkezinde 12:00 den önce karşılanan seferleri hesaplar),,,,,,,Only City,,,,,,,,Saatlik 1. slot yetişme oranları,,,,,,,,,,Saatlik 2. slot yetişme oranları,,,,,,,,,,Saatlik hesaplanan adetler,,,,,,0.6905103146,0.9747892704,,,01:00 den 16:00 ya kadar yüklenen adetler,,,,,,,,,Günlük yetişme oranları,,,,,,
Seçkin Erol,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Seçkin Erol,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Seçkin Erol,17,18,19,20,21,22,23,0,,Seçkin Erol,17,18,19,20,21,22,23,0,,Seçkin Erol,17,18,19,20,21,22,23,0,,Seçkin Erol,%,Total Gönderi,,Gece inbound,V1 (01:00-16:00),1,2,,Seçkin Erol,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet
8,0.3805337284,0.2992403501,136905,107658,359771,569017,,8,0.2685235886,0.2554263684,96607,91895,243676,569009,,8,0.8494997106,0.5773496789,0.6019898477,0.2690981634,0.5341016902,0.3192725436,0.1385605026,0.00789733465,,8,0.06268088977,0.1412726211,0.172,0.5316694494,0.2241118802,0.249861076,0.4173811086,0.2793682132,,8,0.09392162273,0.008405724258,0.1575945886,0.1124377655,0.1603185845,0.2194415984,0.2338401137,0.01404000232,,8,0.05255554755,569017,,,29905,0.003093634562,0.004477848409,,8,0.3805337284,0.2992403501,136905,107658,359771,569017
Ankara Kazan SC,0.09709999409,0.3496840116,6576,23682,67724,200754,,Ankara Kazan SC,0.0899238084,0.3445602741,6090,23335,47606,200754,,Ankara Kazan SC,0.6005991013,0.5773496789,0.05244282041,0,0,0.1184624178,0.3307742215,0,,Ankara Kazan SC,0.1100848727,0.1412726211,0.4135200974,0.5494229804,0.4805722018,0.2617890826,0.2226427336,0.3264069264,,Ankara Kazan SC,23269,4783,40866,6442,45222,55139,19984,5049,,Ankara Kazan SC,,200754,,,4618,1113,607,,Pazartesi,0.2352258128,0.3914418421,19042,31688,80952,128044
Esenyurt SC ,0.360960108,0.3160045165,31009,27147,85907,109920,,Esenyurt SC ,0.3307879451,0.3147589836,28417,27040,71632,109915,,Esenyurt SC ,0,0,0.8108893167,0,0.3900456744,0,0.04079958995,0,,Esenyurt SC ,0,0,0.07971087918,0,0.3549167114,0.3203260064,0.5334700154,0,,Esenyurt SC ,0,0,40251,0,18093,14018,37558,0,,Esenyurt SC ,,109920,,,5998,0,0,,Salı,0.2793757209,0.3430291234,15502,19034,55488,94058
Gebze SC,0.09836515662,0.5526893798,7882,44287,80130,104193,,Gebze SC,0.06274803444,0.3758143018,5028,30114,48081,104193,,Gebze SC,0.5556300268,0,0,0.1600042385,0,0.01050608584,0.0009065361255,0,,Gebze SC,0.3528820375,0,0,0.6205197489,0,0.566880205,0.475432871,0.2736231884,,Gebze SC,4090,0,0,50845,0,18999,27484,2775,,Gebze SC,,104193,,,3804,0,1004,,Çarşamba,0.3617592434,0.2217470697,23179,14208,64073,96646
Bursa MH,0.7234569649,0.03498961872,30663,1483,42384,44789,,Bursa MH,0.4720177425,0.008187051718,20006,347,20757,44789,,Bursa MH,0,0,0,0,0.8025768911,0.7567848435,0.5250593511,0.1509433962,,Bursa MH,0,0,0,0,0.001454696592,0.02953755146,0.09628066473,0,,Bursa MH,0,0,0,0,10189,26592,7843,165,,Bursa MH,,44789,,,1854,0,0,,Perşembe,0.4594585385,0.3004617246,26967,17635,58693,89608
Antalya MH,0.5194684861,0.2328847895,24668,11059,47487,65638,,Antalya MH,0.4201149788,0.2328847895,19950,11059,38474,65638,,Antalya MH,0.9630581814,0,0,0,0,0.1567274519,4.956629492e-05,0,,Antalya MH,0.01340821896,0,0,0,0,0.3987185806,0.4912515489,0,,Antalya MH,26084,0,0,0,0,4457,35097,0,,Antalya MH,,65638,,,0,0,0,,Cuma,0.3771977114,0.35304245,21690,20301,57503,88745
Denizli MH,0.9989961639,0,27865,0,27893,29505,,Denizli MH,0.3181443373,0,8874,0,8880,29505,,Denizli MH,0,0,0,0.9992156863,0.9989340913,0,0.9989203196,0,,Denizli MH,0,0,0,0,0,0,0,0,,Denizli MH,0,0,0,6692,17720,0,5093,0,,Denizli MH,,29505,,,13631,0,0,,Cumartesi,0.7088616414,0.1112814082,30525,4792,43062,71916
İkitelli-Defne Transfer Merkezi,0.9995149163,0,8242,0,8246,14218,,İkitelli-Defne Transfer Merkezi,0.9995149163,0,8242,0,8246,14215,,İkitelli-Defne Transfer Merkezi,0,0,1,0,0,0.9988169181,0,0,,İkitelli-Defne Transfer Merkezi,0,0,0,0,0,0,0,0,,İkitelli-Defne Transfer Merkezi,0,0,8557,0,0,5661,0,0,,İkitelli-Defne Transfer Merkezi,,14218,,,0,0,0,,,,,,,,
2026-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5859131492,0.9805562567,,,,,,,,,,,,,,,,,,
Buse Nizam,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Buse Nizam,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Buse Nizam,17,18,19,20,21,22,23,0,,Buse Nizam,17,18,19,20,21,22,23,0,,Buse Nizam,17,18,19,20,21,22,23,0,,Buse Nizam,%,Total Gönderi,,Gece inbound,V1 (01:00-16:00),1,2,,Buse Nizam,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet
9,0.2711839957,0.3694308374,88355,120365,325812,534825,,9,0.2212257375,0.3015849631,72078,98260,228805,534817,,9,0.543189018,0.7608061858,0.2738296239,0.1595194693,0.2365061815,0.4105210098,0.1262552571,0.1942365687,,9,0.194720169,0.08693116998,0.4603223331,0.5306756716,0.3459979227,0.2792814237,0.4311608055,0.4395174802,,9,0.02156593278,0.1299041743,0.05720375824,0.1136409106,0.09743187024,0.1661665031,0.3946431076,0.01944374328,,9,0.02007385593,534825,,,10736,0,0.003253409942,,9,0.2711839957,0.3694308374,88355,120365,325812,534825
Ankara Kazan SC,0.1537769656,0.2543865911,10771,17818,70043,200559,,Ankara Kazan SC,0.1456105535,0.2419228188,10199,16945,48271,200558,,Ankara Kazan SC,0.543189018,0.5689383322,0.01600441501,0.1792402354,0,0,0.09409959966,0.6132714948,,Ankara Kazan SC,0.194720169,0.144446391,0.325607064,0.3278758694,0.3489142857,0.2770152505,0.2257267931,0.04744916161,,Ankara Kazan SC,11534,29761,6783,29122,26014,26135,67684,3526,,Ankara Kazan SC,,200559,,,2051,0,274,,Pazartesi,0.3010113942,0.3178082192,23512,24824,78110,115567
Esenyurt SC ,0.3247859047,0.3576896141,26434,29112,81389,101860,,Esenyurt SC ,0.3025470272,0.3576896141,24624,29112,73446,101855,,Esenyurt SC ,0,0.8051813472,0.03990649524,0,0.3345973361,0.990061618,0.01566965289,0,,Esenyurt SC ,0,0.0768566494,0.6506929371,0,0.3447883585,0.007553170344,0.5189288123,0,,Esenyurt SC ,0,30697,8265,0,26095,0,36803,0,,Esenyurt SC ,,101860,,,5193,0,0,,Salı,0.2223855822,0.4289621374,14067,27134,63255,104585
Gebze SC,0.1586744061,0.59895768,13914,52522,87689,111563,,Gebze SC,0.1056004744,0.4011221476,9260,35174,52039,111563,,Gebze SC,0,0,0.4329019074,0.1518782652,0,0.1621970088,0.07853496911,0.00710732054,,Gebze SC,0,0,0.3840258856,0.6092544987,0,0.6367973182,0.6392644996,0.7192608387,,Gebze SC,0,0,15546,31656,0,18654,42348,3359,,Gebze SC,,111563,,,2527,0,786,,Çarşamba,0.289178821,0.3358971437,15227,17687,52656,86293
Bursa MH,0.4845887369,0.2057425831,21822,9265,45032,47595,,Bursa MH,0.3671389234,0.1194928051,16533,5381,22275,47595,,Bursa MH,0,0,0,0,0,0.5233595549,0,0,,Bursa MH,0,0,0,0,0,0.1795615886,0,0.5329736211,,Bursa MH,0,0,0,0,0,44081,0,3514,,Bursa MH,,47595,,,965,0,0,,Perşembe,0.294200416,0.3644724499,14427,17873,49038,81893
Antalya MH,0.0416742759,0.4253990285,1141,11647,27379,52015,,Antalya MH,0.0416742759,0.4253990285,1141,11647,22448,52015,,Antalya MH,0,0,0,0,0,0,0.0416742759,0,,Antalya MH,0,0,0,0,0,0,0.4253990285,0,,Antalya MH,0,0,0,0,0,0,52015,0,,Antalya MH,,52015,,,0,0,0,,Cuma,0.05796834744,0.5180141496,2835,25334,48906,81933
Denizli MH,0.9994834711,0,5805,0,5808,6112,,Denizli MH,0.3190426997,0,1853,0,1854,6112,,Denizli MH,0,0,0,0,0,0,0.9994834711,0,,Denizli MH,0,0,0,0,0,0,0,0,,Denizli MH,0,0,0,0,0,0,6112,0,,Denizli MH,,6112,,,0,0,0,,Cumartesi,0.5402842202,0.2219694508,18287,7513,33847,64554
İkitelli-Defne Transfer Merkezi,0.9995278565,0.0001180358829,8468,1,8472,15121,,İkitelli-Defne Transfer Merkezi,0.9995278565,0.0001180358829,8468,1,8472,15119,,İkitelli-Defne Transfer Merkezi,0,0.999589238,0,0,0,0,0.999444907,0,,İkitelli-Defne Transfer Merkezi,0,0,0,0,0,0,0.000277546489,0,,İkitelli-Defne Transfer Merkezi,0,9018,0,0,0,0,6103,0,,İkitelli-Defne Transfer Merkezi,,15121,,,0,0,0,,,,,,,,
2026-03-02,,,,,,,,,,,,,,,,,,Efektif,,,,,,,,,,,,,,,,,,,,,,,,0.6613581873,0.9836538007,,,,,,,,,,,,,,,,,,
Mehmet Ali,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Mehmet Ali,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Mehmet Ali,17,18,19,20,21,22,23,0,,Mehmet Ali,17,18,19,20,21,22,23,0,,Mehmet Ali,17,18,19,20,21,22,23,0,,Mehmet Ali,%,Total Gönderi,,Gece inbound,V1 (01:00-16:00),1,2,,Mehmet Ali,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet
10,0.2914392106,0.3787327003,117399,152563,402825,677344,,10,0.2296232855,0.3236219202,92498,130363,277119,677275,,10,0.5100470286,0.2367089731,0.7420956107,0.428288368,0.0593165319,0.2744313922,0.2017067669,0.3900952381,,10,0.1363830697,0.3425046596,0.1170803277,0.3276957099,0.5460072006,0.3733166708,0.4264887218,0.3147619048,,10,0.009148970095,0.05535001417,0.0909242571,0.1391611943,0.1352650943,0.2315086573,0.3222956135,0.01634619927,,10,0.01639787169,677344,,40095,51202,0,0.02365791597,,10,0.2974120276,0.3788518587,119805,152611,402825,683257
Ankara Kazan SC,0.04671708491,0.354772545,4077,30961,87270,256634,,Ankara Kazan SC,0.04298155151,0.3524808067,3751,30761,57612,256611,,Ankara Kazan SC,0.5100470286,0.2367089731,0,0.01578526224,0,0,0,0.7308626974,,Ankara Kazan SC,0.1363830697,0.3425046596,0.5269312544,0.3760093111,0.3885578794,0.3265560741,0.3614866714,0.0881953867,,Ankara Kazan SC,6197,37491,8465,35990,49615,58555,57107,3214,,Ankara Kazan SC,,256634,,,19021,0,0,,Pazartesi,0.2459131333,0.4425624562,19992,35979,81297,130464
Esenyurt SC ,0.2743968555,0.4503059288,28343,46513,103292,127616,,Esenyurt SC ,0.2514521938,0.4502865662,25973,46511,87439,127593,,Esenyurt SC ,0,0,0.7659393939,0,0.08769378436,0.009271041629,3.288391976e-05,0,,Esenyurt SC ,0,0,0.100030303,0,0.6213315494,0.6067987639,0.6087471227,0,,Esenyurt SC ,0,0,43584,0,42006,6869,35157,0,,Esenyurt SC ,,127616,,,14893,0,4850,,Salı,0.2816248677,0.3843116217,18899,25790,67107,106882
Gebze SC,0.3231562553,0.4945205219,34029,52074,105302,145612,,Gebze SC,0.230328009,0.3237165486,24254,34088,62616,145601,,Gebze SC,0,0,0,0.5608490346,0,0.2621108963,0.0286614835,0,,Gebze SC,0,0,0,0.3121698069,0,0.5462721695,0.7151502416,0.7261356155,,Gebze SC,0,0,0,58270,0,52292,31494,3556,,Gebze SC,,145612,,,12548,0,4680,,Çarşamba,0.2591930307,0.419394773,16959,27441,65430,108906
Bursa MH,0.5484156553,0.1715850824,29734,9303,54218,56861,,Bursa MH,0.4000147552,0.09758751706,21688,5291,27023,56855,,Bursa MH,0,0,0,0,0,0.4851580985,0.7778469197,0.4052757794,,Bursa MH,0,0,0,0,0,0.2000161325,0.06829495955,0.2364508393,,Bursa MH,0,0,0,0,0,39095,13464,4302,,Bursa MH,,56861,,,4740,0,0,,Perşembe,0.2762931952,0.3746824665,19469,26402,70465,122187
Antalya MH,0.05498034273,0.4115122595,1832,13712,33321,62634,,Antalya MH,0.05495033162,0.4115122595,1831,13712,27426,62634,,Antalya MH,0,0,0,0,0,0,0.05498034273,0,,Antalya MH,0,0,0,0,0,0,0.4115122595,0,,Antalya MH,0,0,0,0,0,0,62634,0,,Antalya MH,,62634,,,0,0,0,,Cuma,0.2426206223,0.4300531167,16398,29066,67587,114952
Denizli MH,0.9944768334,0,6482,0,6518,6917,,Denizli MH,0.3221847192,0,2100,0,2100,6917,,Denizli MH,0,0,0,0,0,0,0.9944768334,0,,Denizli MH,0,0,0,0,0,0,0,0,,Denizli MH,0,0,0,0,0,0,6917,0,,Denizli MH,,6917,,,0,0,0,,Cumartesi,0.5514046212,0.1557352912,28088,7933,50939,99866
İkitelli-Defne Transfer Merkezi,0.9998450093,0,12902,0,12904,21070,,İkitelli-Defne Transfer Merkezi,0.9997675139,0,12901,0,12903,21064,,İkitelli-Defne Transfer Merkezi,0,0,0.999802878,0,0,0,0.9998723024,0,,İkitelli-Defne Transfer Merkezi,0,0,0,0,0,0,0,0,,İkitelli-Defne Transfer Merkezi,0,0,9538,0,0,0,11532,0,,İkitelli-Defne Transfer Merkezi,,21070,,,0,0,0,,,,,,,,
2026-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7254620766,0.9802200935,,,,,,,,,,,,,,,,,,
Seçkin Erol,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Seçkin Erol,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Seçkin Erol,17,18,19,20,21,22,23,0,,Seçkin Erol,17,18,19,20,21,22,23,0,,Seçkin Erol,17,18,19,20,21,22,23,0,,Seçkin Erol,%,Total Gönderi,,Gece inbound,V1 (01:00-16:00),1,2,,Seçkin Erol,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet
11,0.3425992106,0.3571394282,128461,133913,374960,568304,,11,0.2572674419,0.2976184126,96465,111595,246034,568044,,11,0.4544287548,0.6162903188,0.7622233372,0.3264077706,0.1487911065,0.3147012302,0.2809457014,0.1279081086,,11,0.2267864784,0.1755031736,0.09912471428,0.3926756549,0.4331206703,0.3635676626,0.4108170194,0.5467730945,,11,0.01271150652,0.1224450294,0.04545454545,0.1595642473,0.104403629,0.2808831189,0.2547580168,0.01977990653,,11,0.06283080886,568304,,58250,93957,0.04940260294,0.004541817794,,11,0.3425992106,0.3571394282,128461,133913,374960,568304
Ankara Kazan SC,0.1062069137,0.3430228217,8535,27566,80362,186590,,Ankara Kazan SC,0.09886513526,0.3352206267,7945,26939,50025,186438,,Ankara Kazan SC,0.4544287548,0.4822295176,0,0.04596225446,0,0,0,0,,Ankara Kazan SC,0.2267864784,0.1582928918,0,0.403838747,0.395706285,0.3685312593,0.388071829,0,,Ankara Kazan SC,7224,28726,0,32581,33813,49479,34767,0,,Ankara Kazan SC,,186590,,,45893,18524,755,,Pazartesi,0.3162137633,0.327438471,23692,24533,74924,106953
Esenyurt SC ,0.2774275618,0.4416772674,29442,46873,106125,134134,,Esenyurt SC ,0.2556325088,0.4416772674,27129,46873,88546,134089,,Esenyurt SC ,0,0.622896421,0.739516326,0.6588768748,0.2657082783,0.03357903358,0.005450313761,0,,Esenyurt SC ,0,0.2091727898,0.09689764677,0.1693407743,0.4625201702,0.6338321793,0.6139115576,0.6958052215,,Esenyurt SC ,0,23688,17619,7439,25520,16248,39782,3838,,Esenyurt SC ,,134134,,,17526,0,0,,Salı,0.3288749111,0.3858222174,27293,32019,82989,109584
Gebze SC,0.2693078703,0.5122359845,27809,52894,103261,145899,,Gebze SC,0.1814431392,0.3358673652,18736,34682,60621,145873,,Gebze SC,0,0.6272406493,0.8115275813,0.4033169879,0,0.06570487189,0.1576093705,0,,Gebze SC,0,0.2383909668,0.103960396,0.4272417778,0,0.6818080036,0.5556475311,0.7137293087,,Gebze SC,0,9296,8213,50661,0,41821,32395,3513,,Gebze SC,,145899,,,19648,0,0,,Çarşamba,0.2648044126,0.4308337845,15651,25464,59104,82276
Bursa MH,0.6380631487,0.110030252,35223,6074,55203,58440,,Bursa MH,0.4620219916,0.04700831477,25505,2595,28153,58434,,Bursa MH,0,0,0,0,0,0.6790621814,0.2535864979,0.3473433783,,Bursa MH,0,0,0,0,0,0.08470948012,0.3683544304,0.2765001322,,Bursa MH,0,0,0,0,0,52079,2471,3890,,Bursa MH,,58440,,,10890,0,948,,Perşembe,0.3561448678,0.3719704772,20749,21671,58260,94258
Antalya MH,0.4606134969,0.1239263804,1877,505,4075,8895,,Antalya MH,0.4466257669,0.1239263804,1820,505,3352,8895,,Antalya MH,0,0,0,0,0,0,0.4606134969,0,,Antalya MH,0,0,0,0,0,0,0.1239263804,0,,Antalya MH,0,0,0,0,0,0,8895,0,,Antalya MH,,8895,,,0,0,0,,Cuma,0.300565487,0.3862276541,16477,21173,54820,89674
Denizli MH,0.9767898006,0,14940,0,15295,16096,,Denizli MH,0.3079437725,0,4710,0,4712,16094,,Denizli MH,0,0,0,0,0,0,0.9767898006,0,,Denizli MH,0,0,0,0,0,0,0,0,,Denizli MH,0,0,0,0,0,0,16096,0,,Denizli MH,,16096,,,0,0,0,,Cumartesi,0.5483137552,0.2017921227,24599,9053,44863,85559
İkitelli-Defne Transfer Merkezi,0.9996240248,9.399379641e-05,10635,1,10639,18250,,İkitelli-Defne Transfer Merkezi,0.9982141179,9.399379641e-05,10620,1,10625,18221,,İkitelli-Defne Transfer Merkezi,0,0.9995462795,0,0,0,0,0.9996790242,0,,İkitelli-Defne Transfer Merkezi,0,0.0002268602541,0,0,0,0,0,0,,İkitelli-Defne Transfer Merkezi,0,7876,0,0,0,0,10374,0,,İkitelli-Defne Transfer Merkezi,,18250,,,0,0,0,,,,,,,,
2026-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.711570321,0.9604447118,,,,,,,,,,,,,,,,,,
Buse Nizam,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Buse Nizam,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Buse Nizam,17,18,19,20,21,22,23,0,,Buse Nizam,17,18,19,20,21,22,23,0,,Buse Nizam,17,18,19,20,21,22,23,0,,Buse Nizam,%,Total Gönderi,,Gece inbound,V1 (01:00-16:00),1,2,,Buse Nizam,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet
12,0.2519657945,0.3430270677,54186,73769,215053,350699,,12,0.1941614393,0.2831348551,41755,60889,142443,350688,,12,0.8784478728,0.5751803881,0.5405076591,0.3225094578,0.08245249072,0.226718356,0.154155658,0.05686546463,,12,0.05119214586,0.1329718102,0.1551733673,0.4153530895,0.5059597436,0.2558279157,0.447495208,0.5152973811,,12,0.01633309476,0.1186088355,0.1114374435,0.02276881314,0.1920878018,0.2503343323,0.2488743909,0.03955528815,,12,0.005446265886,350699,,9428,11338,0.002073907362,0.005984571245,,12,0.2519657945,0.3430270677,54186,73769,215053,350699
Ankara Kazan SC,0.0580239592,0.2682481319,2446,11308,42155,132283,,Ankara Kazan SC,0.05719368995,0.2621515834,2411,11051,26453,132279,,Ankara Kazan SC,0,0.3356270187,0.009747606614,0,0,0,0,0,,Ankara Kazan SC,0,0.1352338155,0.2558746736,0,0.3535562883,0.2717104241,0.2941998602,0,,Ankara Kazan SC,0,19778,21235,0,34643,23896,31251,1480,,Ankara Kazan SC,,132283,,,2446,0,682,,Pazartesi,0.2119790378,0.4449095546,19699,41345,92929,149520
Esenyurt SC ,0.2611035245,0.3882982182,16061,23885,61512,77458,,Esenyurt SC ,0.2331089869,0.3882982182,14339,23885,51562,77455,,Esenyurt SC ,0.8784478728,0.7813463981,0.908394347,0.3225094578,0.03738170347,0.02678255954,0,0,,Esenyurt SC ,0.05119214586,0.1097804391,0.0001702707305,0.4153530895,0.635488959,0.3095894283,0.6319106789,0.6958052215,,Esenyurt SC ,5728,7483,8632,7985,8206,17418,19333,2673,,Esenyurt SC ,,77458,,,3951,198,271,,Salı,0.2420984873,0.416350177,18805,32340,77675,122505
Gebze SC,0.245635404,0.4667257225,13310,25290,54186,73374,,Gebze SC,0.1769460746,0.29657107,9588,16070,31528,73373,,Gebze SC,0,0.6340254106,0.6779582367,0,0.1448138798,0.01127682794,0,0,,Gebze SC,0,0.1445098647,0.2064965197,0,0.54874577,0.5734206378,0.6974932249,0.7137293087,,Gebze SC,0,14335,9214,0,24516,11001,11585,2723,,Gebze SC,,73374,,,4577,248,0,,Çarşamba,0.3528088371,0.001889806295,15682,84,44449,78674
Bursa MH,0.4229438047,0.2237429992,13442,7111,31782,33797,,Bursa MH,0.3932099931,0.1166698131,12497,3708,16271,33795,,Bursa MH,0,0,0,0,0,0.4914398087,0,0.1191860465,,Bursa MH,0,0,0,0,0,0.1563584484,0,0.2765001322,,Bursa MH,0,0,0,0,0,27778,0,6019,,Bursa MH,,33797,,,364,0,334,,Perşembe,0,0,0,0,0,0
Antalya MH,0.002908738335,0.374197067,48,6175,16502,24312,,Antalya MH,0.002484547328,0.374197067,41,6175,13745,24311,,Antalya MH,0,0,0,0,0,0,0.003990024938,0,,Antalya MH,0,0,0,0,0,0,0.4856192851,0,,Antalya MH,0,0,0,0,0,7699,15636,977,,Antalya MH,,24312,,,0,0,0,,Cuma,0,0,0,0,0,0
Denizli MH,0.995850157,0,8879,0,8916,9475,,Denizli MH,0.3229026469,0,2879,0,2884,9475,,Denizli MH,0,0,0,0,0,0,0.995850157,0,,Denizli MH,0,0,0,0,0,0,0,0,,Denizli MH,0,0,0,0,0,0,9475,0,,Denizli MH,,9475,,,0,0,0,,Cumartesi,0,0,0,0,0,0
İkitelli-Defne Transfer Merkezi,0,0,0,0,0,0,,İkitelli-Defne Transfer Merkezi,0,0,0,0,0,0,,İkitelli-Defne Transfer Merkezi,0,0,0,0,0,0,0,0,,İkitelli-Defne Transfer Merkezi,0,0,0,0,0,0,0,0,,İkitelli-Defne Transfer Merkezi,0,0,0,0,0,0,0,0,,İkitelli-Defne Transfer Merkezi,,0,,,0,0,0,,,,,,,,
2026-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6494561072,0.9607230447,,,,,,,,,,,,,,,,,,
Mehmet Ali,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Mehmet Ali,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Mehmet Ali,17,18,19,20,21,22,23,0,,Mehmet Ali,17,18,19,20,21,22,23,0,,Mehmet Ali,17,18,19,20,21,22,23,0,,Mehmet Ali,%,Total Gönderi,,Gece inbound,V1 (01:00-16:00),1,2,,Mehmet Ali,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet
13,0.2798066356,0.3782960742,106676,144225,381249,596533,,13,0.2255664933,0.3099706491,85997,118176,260442,595915,,13,0,0.6645857814,0.7057135403,0.4704032906,0.09233101907,0.262532435,0.04924972467,0.1112771965,,13,0.05119214586,0.1329718102,0.1551733673,0.353576663,0.5031787833,0.2558279157,0.4838501514,0.6055472513,,13,0,0.1189992842,0.08421830812,0.09116846847,0.1134958167,0.2415742298,0.3112669375,0.03927695534,,13,0.03570799939,596533,,28808,50109,0.05133128218,0.03500861642,,13,0.2798066356,0.3782960742,106676,144225,381249,596533
Ankara Kazan SC,0.1095693301,0.3116038137,8757,24904,79922,195802,,Ankara Kazan SC,0.1052651335,0.298065614,8413,23822,51583,195480,,Ankara Kazan SC,0,0.4982623805,0.2211421628,0,0,0,0,0,,Ankara Kazan SC,0,0.1926275289,0.2083839611,0,0.3906132237,0.3996728972,0.2604247192,0.447826087,,Ankara Kazan SC,0,36055,6167,0,40917,54162,53290,5211,,Ankara Kazan SC,,195802,,,16276,10846,0,,Pazartesi,0.2465546014,0.402351823,22309,36406,90483,125893
Esenyurt SC ,0.2743250029,0.3864092858,28408,40015,103556,126389,,Esenyurt SC ,0.2458573139,0.3862258102,25460,39996,87173,126175,,Esenyurt SC ,0,0.7671985549,0.8645486936,0.0244065084,0.2278156997,0.000124100273,0,0,,Esenyurt SC ,0,0.1199006473,0.05641330166,0.57868765,0.4499212392,0.6338321793,0.4507247382,0.6661442006,,Esenyurt SC ,0,17610,23469,9052,17287,18593,33787,6591,,Esenyurt SC ,,126389,,,13631,4514,3683,,Salı,0.2304488289,0.3869389639,19973,33536,86670,119026
Gebze SC,0.2955978326,0.5343339518,32023,57886,108333,142995,,Gebze SC,0.2154837399,0.3489518429,23344,37803,64777,142939,,Gebze SC,0,0.6044940289,0.6305603898,0.5006330197,0,0.175470009,0.0855760774,0,,Gebze SC,0,0.2316153363,0.2517925513,0.357433704,0.8193764494,0.6818080036,0.7154500147,0.7898560296,,Gebze SC,0,8877,20603,39377,9500,12170,43140,9328,,Gebze SC,,142995,,,7501,4210,0,,Çarşamba,0.200844572,0.4541494191,12033,27209,59912,98753
Bursa MH,0.5509865089,0.1786047077,27200,8817,49366,51937,,Bursa MH,0.402159381,0.08009561236,19853,3954,23875,51912,,Bursa MH,0,0,0,0.9114536655,0,0.5705042985,0.2821493258,0,,Bursa MH,0,0,0,0.03082989783,0,0.08470948012,0.3527872811,0,,Bursa MH,0,0,0,5956,0,35615,10366,0,,Bursa MH,,51937,,,8428,0,5497,,Perşembe,0.2828614321,0.378783647,16204,21699,57286,96315
Antalya MH,3.381920254e-05,0.426121952,1,12600,29569,63169,,Antalya MH,3.381920254e-05,0.4260543136,1,12598,24097,63169,,Antalya MH,0,0,0,0,0,0,4.684498993e-05,0,,Antalya MH,0,0,0,0,0,0,0.4497119033,0,,Antalya MH,0,0,0,0,0,18071,45098,0,,Antalya MH,,63169,,,4273,0,4167,,Cuma,0.2760983162,0.3999806464,14266,20667,51670,88938
